ORDERLINE_ID,ORDER_ID,PRODUCT_ID,PRD_QUANTITY,PRICE_EACH
202318,11658,106,11,960
202319,11659,107,15,420
202320,11659,108,13,120
202321,11660,109,14,180
202322,11660,110,10,264
202323,11661,111,11,204
202324,11661,112,11,3000
202325,11662,101,10,300
202326,11662,102,15,360
202327,11663,103,15,1800
202328,11663,104,10,720
202329,11664,105,13,480
202330,11664,106,11,960
202331,11665,107,10,420
202332,11665,108,10,120
202333,11666,109,12,180
202334,11666,110,13,264
202335,11667,111,15,204
202336,11667,112,11,3000
202337,11668,101,12,300
202338,11668,102,10,360
202339,11669,103,14,1800
202340,11669,104,12,720
202341,11670,105,14,480
202342,11670,106,14,960
202343,11671,107,15,420
202344,11671,108,14,120
202345,11672,109,13,180
202346,11672,110,13,264
202347,11673,111,11,204
202348,11673,112,14,3000
202349,11674,101,11,300
202350,11674,102,12,360
202351,11675,103,11,1800
202352,11675,104,11,720
202353,11676,105,12,480
202354,11676,106,14,960
202355,11677,107,14,420
202356,11677,108,14,120
202357,11678,109,12,180
202358,11678,110,12,264
202359,11679,111,10,204
202360,11679,112,11,3000
202361,11680,101,11,300
202362,11680,102,15,360
202363,11681,103,15,1800
202364,11681,104,13,720
202365,11682,105,14,480
202366,11682,106,12,960
202367,11683,107,14,420
202368,11683,108,12,120
202369,11684,109,13,180
202370,11684,110,15,264
202371,11685,111,12,204
202372,11685,112,14,3000
202373,11686,101,10,300
202374,11686,102,11,360
202375,11687,103,13,1800
202376,11687,104,13,720
202377,11688,105,12,480
202378,11688,106,15,960
202379,11689,107,13,420
202380,11689,108,13,120
202381,11690,109,14,180
202382,11690,110,11,264
202383,11691,111,13,204
202384,11691,112,11,3000
202385,11692,101,11,300
202386,11692,102,14,360
202387,11693,103,14,1800
202388,11693,104,15,720
202389,11694,105,13,480
202390,11694,106,11,960
202391,11695,107,12,420
202392,11695,108,13,120
202393,11696,109,14,180
202394,11696,110,12,264
202395,11697,111,11,204
202396,11697,112,13,3000
202397,11698,101,13,300
202398,11698,102,10,360
202399,11699,103,11,1800
202400,11699,104,13,720
202401,11700,105,10,480
202402,11700,106,13,960
202403,11701,107,11,420
202404,11701,108,15,120
202405,11702,109,12,180
202406,11702,110,12,264
202407,11703,111,12,204
202408,11703,112,13,3000
202409,11704,101,11,300
202410,11704,102,10,360
202411,11705,103,10,1800
202412,11705,104,13,720
202413,11706,105,14,480
202414,11706,106,13,960
202415,11707,107,13,420
202416,11707,108,14,120
202417,11708,109,15,180
202418,11708,110,15,264
202419,11709,111,14,204
202420,11709,112,11,3000
202421,11710,101,10,300
202422,11710,102,11,360
202423,11711,103,15,1800
202424,11711,104,14,720
202425,11712,105,10,480
202426,11712,106,13,960
202427,11713,107,13,420
202428,11713,108,10,120
202429,11714,109,12,180
202430,11714,110,13,264
202431,11715,111,13,204
202432,11715,112,12,3000
202433,11716,101,15,300
202434,11716,102,15,360
202435,11717,103,13,1800
202436,11717,104,12,720
202437,11718,105,13,480
202438,11718,106,14,960
202439,11719,107,15,420
202440,11719,108,14,120
202441,11720,109,13,180
202442,11720,110,13,264
202443,11721,111,11,204
202444,11721,112,10,3000
202445,11722,101,14,300
202446,11722,102,13,360
202447,11723,103,14,1800
202448,11723,104,15,720
202449,11724,105,12,480
202450,11724,106,12,960
202451,11725,107,10,420
202452,11725,108,13,120
202453,11726,109,14,180
202454,11726,110,13,264
202455,11727,111,15,204
202456,11727,112,13,3000
202457,11728,101,12,300
202458,11728,102,14,360
202459,11729,103,12,1800
202460,11729,104,15,720
202461,11730,105,13,480
202462,11730,106,13,960
202463,11731,107,11,420
202464,11731,108,12,120
202465,11732,109,15,180
202466,11732,110,10,264
202467,11733,111,15,204
202468,11733,112,14,3000
202469,11734,101,12,300
202470,11734,102,10,360
202471,11735,103,15,1800
202472,11735,104,12,720
202473,11736,105,15,480
202474,11736,106,14,960
202475,11737,107,11,420
202476,11737,108,13,120
202477,11738,109,15,180
202478,11738,110,11,264
202479,11739,111,10,204
202480,11739,112,15,3000
202481,11740,101,14,300
202482,11740,102,15,360
202483,11741,103,14,1800
202484,11741,104,11,720
202485,11742,105,13,480
202486,11742,106,12,960
202487,11743,107,12,420
202488,11743,108,12,120
202489,11744,109,14,180
202490,11744,110,15,264
202491,11745,111,15,204
202492,11745,112,11,3000
202493,11746,101,11,300
202494,11746,102,12,360
202495,11747,103,12,1800
202496,11747,104,11,720
202497,11748,105,15,480
202498,11748,106,14,960
202499,11749,107,14,420
202500,11749,108,12,120
202501,11750,109,13,180
202502,11750,110,12,264
202503,11751,111,15,204
202504,11751,112,15,3000
202505,11752,101,15,300
202506,11752,102,10,360
202507,11753,103,12,1800
202508,11753,104,10,720
202509,11754,105,10,480
202510,11754,106,15,960
202511,11755,107,11,420
202512,11755,108,11,120
202513,11756,109,14,180
202514,11756,110,11,264
202515,11757,111,10,204
202516,11757,112,14,3000
202517,11758,101,10,300
202518,11758,102,10,360
202519,11759,103,14,1800
202520,11759,104,14,720
202521,11760,105,10,480
202522,11760,106,14,960
202523,11761,107,10,420
202524,11761,108,14,120
202525,11762,109,11,180
202526,11762,110,13,264
202527,11763,111,12,204
202528,11763,112,15,3000
202529,11764,101,12,300
202530,11764,102,11,360
202531,11765,103,15,1800
202532,11765,104,14,720
202533,11766,105,13,480
202534,11766,106,11,960
202535,11767,107,14,420
202536,11767,108,10,120
202537,11768,109,11,180
202538,11768,110,10,264
202539,11769,111,11,204
202540,11769,112,12,3000
202541,11770,101,12,300
202542,11770,102,13,360
202543,11771,103,11,1800
202544,11771,104,15,720
202545,11772,105,12,480
202546,11772,106,13,960
202547,11773,107,15,420
202548,11773,108,11,120
202549,11774,109,10,180
202550,11774,110,14,264
202551,11775,111,14,204
202552,11775,112,10,3000
202553,11776,101,13,300
202554,11776,102,12,360
202555,11777,103,11,1800
202556,11777,104,11,720
202557,11778,105,10,480
202558,11778,106,13,960
202559,11779,107,10,420
202560,11779,108,15,120
202561,11780,109,11,180
202562,11780,110,10,264
202563,11781,111,13,204
202564,11781,112,10,3000
202565,11782,101,15,300
202566,11782,102,12,360
202567,11783,103,12,1800
202568,11783,104,13,720
202569,11784,105,12,480
202570,11784,106,13,960
202571,11785,107,14,420
202572,11785,108,10,120
202573,11786,109,14,180
202574,11786,110,14,264
202575,11787,111,14,204
202576,11787,112,11,3000
202577,11788,101,10,300
202578,11788,102,10,360
202579,11789,103,12,1800
202580,11789,104,12,720
202581,11790,105,10,480
202582,11790,106,11,960
202583,11791,107,14,420
202584,11791,108,13,120
202585,11792,109,14,180
202586,11792,110,15,264
202587,11793,111,10,204
202588,11793,112,12,3000
202589,11794,101,14,300
202590,11794,102,15,360
202591,11795,103,15,1800
202592,11795,104,15,720
202593,11796,105,13,480
202594,11796,106,11,960
202595,11797,107,13,420
202596,11797,108,12,120
202597,11798,109,12,180
202598,11798,110,10,264
202599,11799,111,10,204
202600,11799,112,15,3000
202601,11800,101,12,300
202602,11800,102,10,360
202603,11801,103,12,1800
202604,11801,104,14,720
202605,11802,105,12,480
202606,11802,106,14,960
202607,11803,107,15,420
202608,11803,108,10,120
202609,11804,109,10,180
202610,11804,110,10,264
202611,11805,111,10,204
202612,11805,112,13,3000
202613,11806,101,10,300
202614,11806,102,15,360
202615,11807,103,11,1800
202616,11807,104,14,720
202617,11808,105,11,480
202618,11808,106,14,960
202619,11809,107,13,420
202620,11809,108,11,120
202621,11810,109,11,180
202622,11810,110,13,264
202623,11811,111,14,204
202624,11811,112,13,3000
202625,11812,101,15,300
202626,11812,102,10,360
202627,11813,103,14,1800
202628,11813,104,15,720
202629,11814,105,13,480
202630,11814,106,15,960
202631,11815,107,14,420
202632,11815,108,11,120
202633,11816,109,11,180
202634,11816,110,14,264
202635,11817,111,11,204
202636,11817,112,10,3000
202637,11818,101,13,300
202638,11818,102,15,360
202639,11819,103,11,1800
202640,11819,104,11,720
202641,11820,105,10,480
202642,11820,106,12,960
202643,11821,107,14,420
202644,11821,108,12,120
202645,11822,109,14,180
202646,11822,110,15,264
202647,11823,111,12,204
202648,11823,112,14,3000
202649,11824,101,14,300
202650,11824,102,10,360
202651,11825,103,12,1800
202652,11825,104,10,720
202653,11826,105,15,480
202654,11826,106,11,960
202655,11827,107,15,420
202656,11827,108,10,120
202657,11828,109,11,180
202658,11828,110,10,264
202659,11829,111,12,204
202660,11829,112,14,3000
202661,11830,101,10,300
202662,11830,102,14,360
202663,11831,103,13,1800
202664,11831,104,13,720
202665,11832,105,11,480
202666,11832,106,15,960
202667,11833,107,11,420
202668,11833,108,10,120
202669,11834,109,10,180
202670,11834,110,15,264
202671,11835,111,10,204
202672,11835,112,10,3000
202673,11836,101,13,300
202674,11836,102,13,360
202675,11837,103,15,1800
202676,11837,104,14,720
202677,11838,105,10,480
202678,11838,106,14,960
202679,11839,107,10,420
202680,11839,108,11,120
202681,11840,109,11,180
202682,11840,110,12,264
202683,11841,111,11,204
202684,11841,112,11,3000
202685,11842,101,10,300
202686,11842,102,15,360
202687,11843,103,13,1800
202688,11843,104,12,720
202689,11844,105,10,480
202690,11844,106,12,960
202691,11845,107,12,420
202692,11845,108,14,120
202693,11846,109,10,180
202694,11846,110,11,264
202695,11847,111,15,204
202696,11847,112,13,3000
202697,11848,101,13,300
202698,11848,102,12,360
202699,11849,103,14,1800
202700,11849,104,10,720
202701,11850,105,13,480
202702,11850,106,15,960
202703,11851,107,14,420
202704,11851,108,10,120
202705,11852,109,10,180
202706,11852,110,14,264
202707,11853,111,12,204
202708,11853,112,14,3000
202709,11854,101,10,300
202710,11854,102,12,360
202711,11855,103,10,1800
202712,11855,104,11,720
202713,11856,105,15,480
202714,11856,106,10,960
202715,11857,107,14,420
202716,11857,108,12,120
202717,11858,109,10,180
202718,11858,110,11,264
202719,11859,111,10,204
202720,11859,112,15,3000
202721,11860,101,14,300
202722,11860,102,10,360
202723,11861,103,11,1800
202724,11861,104,12,720
202725,11862,105,13,480
202726,11862,106,14,960
202727,11863,107,11,420
202728,11863,108,13,120
202729,11864,109,13,180
202730,11864,110,11,264
202731,11865,111,14,204
202732,11865,112,11,3000
202733,11866,101,10,300
202734,11866,102,10,360
202735,11867,103,13,1800
202736,11867,104,12,720
202737,11868,105,12,480
202738,11868,106,11,960
202739,11869,107,15,420
202740,11869,108,12,120
202741,11870,109,13,180
202742,11870,110,11,264
202743,11871,111,11,204
202744,11871,112,12,3000
202745,11872,101,14,300
202746,11872,102,13,360
202747,11873,103,14,1800
202748,11873,104,10,720
202749,11874,105,13,480
202750,11874,106,11,960
202751,11875,107,11,420
202752,11875,108,15,120
202753,11876,109,11,180
202754,11876,110,11,264
202755,11877,111,10,204
202756,11877,112,11,3000
202757,11878,101,11,300
202758,11878,102,13,360
202759,11879,103,12,1800
202760,11879,104,15,720
202761,11880,105,12,480
202762,11880,106,14,960
202763,11881,107,15,420
202764,11881,108,12,120
202765,11882,109,12,180
202766,11882,110,13,264
202767,11883,111,12,204
202768,11883,112,15,3000
202769,11884,101,10,300
202770,11884,102,10,360
202771,11885,103,11,1800
202772,11885,104,15,720
202773,11886,105,10,480
202774,11886,106,10,960
202775,11887,107,15,420
202776,11887,108,10,120
202777,11888,109,13,180
202778,11888,110,10,264
202779,11889,111,14,204
202780,11889,112,14,3000
202781,11890,101,11,300
202782,11890,102,15,360
202783,11891,103,12,1800
202784,11891,104,11,720
202785,11892,105,15,480
202786,11892,106,14,960
202787,11893,107,13,420
202788,11893,108,15,120
202789,11894,109,14,180
202790,11894,110,11,264
202791,11895,111,11,204
202792,11895,112,10,3000
202793,11896,101,13,300
202794,11896,102,14,360
202795,11897,103,13,1800
202796,11897,104,14,720
202797,11898,105,15,480
202798,11898,106,12,960
202799,11899,107,14,420
202800,11899,108,13,120
202801,11900,109,10,180
202802,11900,110,10,264
202803,11901,111,14,204
202804,11901,112,12,3000
202805,11902,101,12,300
202806,11902,102,15,360
202807,11903,103,11,1800
202808,11903,104,13,720
202809,11904,105,13,480
202810,11904,106,13,960
202811,11905,107,13,420
202812,11905,108,12,120
202813,11906,109,12,180
202814,11906,110,14,264
202815,11907,111,15,204
202816,11907,112,15,3000
202817,11908,101,13,300
202818,11908,102,10,360
202819,11909,103,15,1800
202820,11909,104,15,720
202821,11910,105,13,480
202822,11910,106,13,960
202823,11911,107,15,420
202824,11911,108,13,120
202825,11912,109,15,180
202826,11912,110,13,264
202827,11913,111,10,204
202828,11913,112,10,3000
202829,11914,101,12,300
202830,11914,102,14,360
202831,11915,103,11,1800
202832,11915,104,12,720
202833,11916,105,10,480
202834,11916,106,11,960
202835,11917,107,11,420
202836,11917,108,14,120
202837,11918,109,11,180
202838,11918,110,10,264
202839,11919,111,11,204
202840,11919,112,12,3000
202841,11920,101,11,300
202842,11920,102,15,360
202843,11921,103,12,1800
202844,11921,104,11,720
202845,11922,105,10,480
202846,11922,106,11,960
202847,11923,107,11,420
202848,11923,108,14,120
202849,11924,109,13,180
202850,11924,110,10,264
202851,11925,111,14,204
202852,11925,112,13,3000
202853,11926,101,14,300
202854,11926,102,10,360
202855,11927,103,11,1800
202856,11927,104,12,720
202857,11928,105,11,480
202858,11928,106,11,960
202859,11929,107,12,420
202860,11929,108,15,120
202861,11930,109,15,180
202862,11930,110,12,264
202863,11931,111,10,204
202864,11931,112,13,3000
202865,11932,101,12,300
202866,11932,102,13,360
202867,11933,103,12,1800
202868,11933,104,15,720
202869,11934,105,14,480
202870,11934,106,14,960
202871,11935,107,13,420
202872,11935,108,12,120
202873,11936,109,12,180
202874,11936,110,12,264
202875,11937,111,13,204
202876,11937,112,14,3000
202877,11938,101,11,300
202878,11938,102,12,360
202879,11939,103,13,1800
202880,11939,104,14,720
202881,11940,105,12,480
202882,11940,106,15,960
202883,11941,107,11,420
202884,11941,108,10,120
202885,11942,109,15,180
202886,11942,110,14,264
202887,11943,111,11,204
202888,11943,112,11,3000
202889,11944,101,14,300
202890,11944,102,12,360
202891,11945,103,13,1800
202892,11945,104,15,720
202893,11946,105,11,480
202894,11946,106,14,960
202895,11947,107,13,420
202896,11947,108,14,120
202897,11948,109,12,180
202898,11948,110,12,264
202899,11949,111,11,204
202900,11949,112,13,3000
202901,11950,101,11,300
202902,11950,102,12,360
202903,11951,103,11,1800
202904,11951,104,12,720
202905,11952,105,13,480
202906,11952,106,14,960
202907,11953,107,11,420
202908,11953,108,13,120
202909,11954,109,10,180
202910,11954,110,11,264
202911,11955,111,10,204
202912,11955,112,13,3000
202913,11956,101,10,300
202914,11956,102,11,360
202915,11957,103,14,1800
202916,11957,104,15,720
202917,11958,105,13,480
202918,11958,106,14,960
202919,11959,107,14,420
202920,11959,108,12,120
202921,11960,109,13,180
202922,11960,110,14,264
202923,11961,111,15,204
202924,11961,112,13,3000
202925,11962,101,12,300
202926,11962,102,13,360
202927,11963,103,11,1800
202928,11963,104,15,720
202929,11964,105,15,480
202930,11964,106,13,960
202931,11965,107,12,420
202932,11965,108,15,120
202933,11966,109,13,180
202934,11966,110,15,264
202935,11967,111,14,204
202936,11967,112,11,3000
202937,11968,101,13,300
202938,11968,102,10,360
202939,11969,103,11,1800
202940,11969,104,15,720
202941,11970,105,15,480
202942,11970,106,12,960
202943,11971,107,10,420
202944,11971,108,13,120
202945,11972,109,12,180
202946,11972,110,14,264
202947,11973,111,13,204
202948,11973,112,11,3000
202949,11974,101,12,300
202950,11974,102,11,360
202951,11975,103,14,1800
202952,11975,104,12,720
202953,11976,105,11,480
202954,11976,106,10,960
202955,11977,107,14,420
202956,11977,108,12,120
202957,11978,109,13,180
202958,11978,110,11,264
202959,11979,111,12,204
202960,11979,112,13,3000
202961,11980,101,12,300
202962,11980,102,13,360
202963,11981,103,14,1800
202964,11981,104,14,720
202965,11982,105,11,480
202966,11982,106,10,960
202967,11983,107,10,420
202968,11983,108,12,120
202969,11984,109,15,180
202970,11984,110,14,264
202971,11985,111,13,204
202972,11985,112,15,3000
202973,11986,101,11,300
202974,11986,102,10,360
202975,11987,103,10,1800
202976,11987,104,13,720
202977,11988,105,14,480
202978,11988,106,12,960
202979,11989,107,10,420
202980,11989,108,12,120
202981,11990,109,14,180
202982,11990,110,14,264
202983,11991,111,12,204
202984,11991,112,14,3000
202985,11992,101,10,300
202986,11992,102,15,360
202987,11993,103,13,1800
202988,11993,104,15,720
202989,11994,105,11,480
202990,11994,106,15,960
202991,11995,107,14,420
202992,11995,108,12,120
202993,11996,109,12,180
202994,11996,110,10,264
202995,11997,111,10,204
202996,11997,112,15,3000
202997,11998,101,10,300
202998,11998,102,15,360
202999,11999,103,11,1800
203000,11999,104,13,720
203001,12000,101,13,300
203002,12000,102,11,360
203003,12000,103,15,1800
203004,12001,104,15,720
203005,12001,105,15,480
203006,12001,106,12,960
203007,12002,107,13,420
203008,12002,108,14,120
203009,12002,109,11,180
203010,12003,110,11,264
203011,12003,111,15,204
203012,12003,112,11,3000
203013,12004,101,14,300
203014,12004,102,11,360
203015,12004,103,14,1800
203016,12005,104,14,720
203017,12005,105,14,480
203018,12005,106,12,960
203019,12006,107,11,420
203020,12006,108,15,120
203021,12006,109,10,180
203022,12007,110,14,264
203023,12007,111,12,204
203024,12007,112,10,3000
203025,12008,101,13,300
203026,12008,102,13,360
203027,12008,103,12,1800
203028,12009,104,15,720
203029,12009,105,12,480
203030,12009,106,11,960
203031,12010,107,12,420
203032,12010,108,13,120
203033,12010,109,12,180
203034,12011,110,13,264
203035,12011,111,15,204
203036,12011,112,15,3000
203037,12012,101,15,300
203038,12012,102,11,360
203039,12012,103,13,1800
203040,12013,104,15,720
203041,12013,105,14,480
203042,12013,106,15,960
203043,12014,107,10,420
203044,12014,108,12,120
203045,12014,109,14,180
203046,12015,110,10,264
203047,12015,111,13,204
203048,12015,112,14,3000
203049,12016,101,13,300
203050,12016,102,12,360
203051,12016,103,14,1800
203052,12017,104,10,720
203053,12017,105,15,480
203054,12017,106,10,960
203055,12018,107,13,420
203056,12018,108,11,120
203057,12018,109,14,180
203058,12019,110,11,264
203059,12019,111,14,204
203060,12019,112,15,3000
203061,12020,101,13,300
203062,12020,102,13,360
203063,12020,103,14,1800
203064,12021,104,10,720
203065,12021,105,10,480
203066,12021,106,12,960
203067,12022,107,15,420
203068,12022,108,11,120
203069,12022,109,13,180
203070,12023,110,10,264
203071,12023,111,12,204
203072,12023,112,11,3000
203073,12024,101,10,300
203074,12024,102,13,360
203075,12024,103,12,1800
203076,12025,104,14,720
203077,12025,105,12,480
203078,12025,106,10,960
203079,12026,107,14,420
203080,12026,108,15,120
203081,12026,109,10,180
203082,12027,110,12,264
203083,12027,111,14,204
203084,12027,112,12,3000
203085,12028,101,15,300
203086,12028,102,15,360
203087,12028,103,15,1800
203088,12029,104,10,720
203089,12029,105,14,480
203090,12029,106,13,960
203091,12030,107,14,420
203092,12030,108,14,120
203093,12030,109,11,180
203094,12031,110,10,264
203095,12031,111,13,204
203096,12031,112,12,3000
203097,12032,101,15,300
203098,12032,102,10,360
203099,12032,103,11,1800
203100,12033,104,15,720
203101,12033,105,13,480
203102,12033,106,14,960
203103,12034,107,11,420
203104,12034,108,10,120
203105,12034,109,14,180
203106,12035,110,13,264
203107,12035,111,15,204
203108,12035,112,15,3000
203109,12036,101,13,300
203110,12036,102,12,360
203111,12036,103,10,1800
203112,12037,104,13,720
203113,12037,105,14,480
203114,12037,106,15,960
203115,12038,107,10,420
203116,12038,108,12,120
203117,12038,109,13,180
203118,12039,110,14,264
203119,12039,111,13,204
203120,12039,112,12,3000
203121,12040,101,13,300
203122,12040,102,10,360
203123,12040,103,10,1800
203124,12041,104,14,720
203125,12041,105,15,480
203126,12041,106,11,960
203127,12042,107,14,420
203128,12042,108,11,120
203129,12042,109,13,180
203130,12043,110,10,264
203131,12043,111,13,204
203132,12043,112,11,3000
203133,12044,101,14,300
203134,12044,102,14,360
203135,12044,103,11,1800
203136,12045,104,13,720
203137,12045,105,15,480
203138,12045,106,15,960
203139,12046,107,13,420
203140,12046,108,15,120
203141,12046,109,12,180
203142,12047,110,11,264
203143,12047,111,10,204
203144,12047,112,12,3000
203145,12048,101,15,300
203146,12048,102,13,360
203147,12048,103,10,1800
203148,12049,104,10,720
203149,12049,105,15,480
203150,12049,106,10,960
203151,12050,107,11,420
203152,12050,108,12,120
203153,12050,109,14,180
203154,12051,110,13,264
203155,12051,111,12,204
203156,12051,112,12,3000
203157,12052,101,12,300
203158,12052,102,15,360
203159,12052,103,12,1800
203160,12053,104,13,720
203161,12053,105,13,480
203162,12053,106,12,960
203163,12054,107,14,420
203164,12054,108,13,120
203165,12054,109,13,180
203166,12055,110,13,264
203167,12055,111,12,204
203168,12055,112,11,3000
203169,12056,101,13,300
203170,12056,102,10,360
203171,12056,103,15,1800
203172,12057,104,15,720
203173,12057,105,11,480
203174,12057,106,14,960
203175,12058,107,13,420
203176,12058,108,11,120
203177,12058,109,10,180
203178,12059,110,15,264
203179,12059,111,15,204
203180,12059,112,12,3000
203181,12060,101,12,300
203182,12060,102,12,360
203183,12060,103,15,1800
203184,12061,104,12,720
203185,12061,105,11,480
203186,12061,106,15,960
203187,12062,107,15,420
203188,12062,108,10,120
203189,12062,109,15,180
203190,12063,110,12,264
203191,12063,111,10,204
203192,12063,112,12,3000
203193,12064,101,15,300
203194,12064,102,14,360
203195,12064,103,12,1800
203196,12065,104,14,720
203197,12065,105,15,480
203198,12065,106,11,960
203199,12066,107,13,420
203200,12066,108,14,120
203201,12066,109,12,180
203202,12067,110,13,264
203203,12067,111,10,204
203204,12067,112,13,3000
203205,12068,101,10,300
203206,12068,102,12,360
203207,12068,103,11,1800
203208,12069,104,14,720
203209,12069,105,14,480
203210,12069,106,11,960
203211,12070,107,10,420
203212,12070,108,12,120
203213,12070,109,15,180
203214,12071,110,12,264
203215,12071,111,11,204
203216,12071,112,12,3000
203217,12072,101,15,300
203218,12072,102,14,360
203219,12072,103,11,1800
203220,12073,104,15,720
203221,12073,105,12,480
203222,12073,106,13,960
203223,12074,107,10,420
203224,12074,108,11,120
203225,12074,109,14,180
203226,12075,110,11,264
203227,12075,111,11,204
203228,12075,112,15,3000
203229,12076,101,14,300
203230,12076,102,12,360
203231,12076,103,12,1800
203232,12077,104,14,720
203233,12077,105,12,480
203234,12077,106,15,960
203235,12078,107,14,420
203236,12078,108,11,120
203237,12078,109,12,180
203238,12079,110,12,264
203239,12079,111,13,204
203240,12079,112,15,3000
203241,12080,101,12,300
203242,12080,102,11,360
203243,12080,103,15,1800
203244,12081,104,12,720
203245,12081,105,11,480
203246,12081,106,15,960
203247,12082,107,10,420
203248,12082,108,10,120
203249,12082,109,10,180
203250,12083,110,13,264
203251,12083,111,14,204
203252,12083,112,14,3000
203253,12084,101,14,300
203254,12084,102,12,360
203255,12084,103,10,1800
203256,12085,104,10,720
203257,12085,105,10,480
203258,12085,106,13,960
203259,12086,107,14,420
203260,12086,108,12,120
203261,12086,109,15,180
203262,12087,110,10,264
203263,12087,111,11,204
203264,12087,112,12,3000
203265,12088,101,15,300
203266,12088,102,12,360
203267,12088,103,14,1800
203268,12089,104,15,720
203269,12089,105,15,480
203270,12089,106,12,960
203271,12090,107,11,420
203272,12090,108,12,120
203273,12090,109,15,180
203274,12091,110,13,264
203275,12091,111,13,204
203276,12091,112,14,3000
203277,12092,101,12,300
203278,12092,102,11,360
203279,12092,103,11,1800
203280,12093,104,14,720
203281,12093,105,11,480
203282,12093,106,14,960
203283,12094,107,11,420
203284,12094,108,15,120
203285,12094,109,12,180
203286,12095,110,14,264
203287,12095,111,15,204
203288,12095,112,12,3000
203289,12096,101,10,300
203290,12096,102,12,360
203291,12096,103,12,1800
203292,12097,104,10,720
203293,12097,105,11,480
203294,12097,106,12,960
203295,12098,107,14,420
203296,12098,108,14,120
203297,12098,109,11,180
203298,12099,110,13,264
203299,12099,111,12,204
203300,12099,112,15,3000
203301,12100,101,11,300
203302,12100,102,13,360
203303,12100,103,14,1800
203304,12101,104,13,720
203305,12101,105,15,480
203306,12101,106,11,960
203307,12102,107,15,420
203308,12102,108,14,120
203309,12102,109,14,180
203310,12103,110,13,264
203311,12103,111,13,204
203312,12103,112,15,3000
203313,12104,101,15,300
203314,12104,102,15,360
203315,12104,103,14,1800
203316,12105,104,13,720
203317,12105,105,11,480
203318,12105,106,11,960
203319,12106,107,12,420
203320,12106,108,10,120
203321,12106,109,12,180
203322,12107,110,12,264
203323,12107,111,11,204
203324,12107,112,15,3000
203325,12108,101,14,300
203326,12108,102,15,360
203327,12108,103,11,1800
203328,12109,104,11,720
203329,12109,105,11,480
203330,12109,106,13,960
203331,12110,107,11,420
203332,12110,108,15,120
203333,12110,109,10,180
203334,12111,110,12,264
203335,12111,111,10,204
203336,12111,112,12,3000
203337,12112,101,12,300
203338,12112,102,10,360
203339,12112,103,11,1800
203340,12113,104,14,720
203341,12113,105,12,480
203342,12113,106,14,960
203343,12114,107,13,420
203344,12114,108,11,120
203345,12114,109,11,180
203346,12115,110,11,264
203347,12115,111,15,204
203348,12115,112,12,3000
203349,12116,101,15,300
203350,12116,102,11,360
203351,12116,103,15,1800
203352,12117,104,11,720
203353,12117,105,10,480
203354,12117,106,12,960
203355,12118,107,12,420
203356,12118,108,14,120
203357,12118,109,12,180
203358,12119,110,15,264
203359,12119,111,12,204
203360,12119,112,11,3000
203361,12120,101,11,300
203362,12120,102,10,360
203363,12120,103,13,1800
203364,12121,104,11,720
203365,12121,105,12,480
203366,12121,106,10,960
203367,12122,107,14,420
203368,12122,108,11,120
203369,12122,109,15,180
203370,12123,110,14,264
203371,12123,111,15,204
203372,12123,112,15,3000
203373,12124,101,13,300
203374,12124,102,15,360
203375,12124,103,11,1800
203376,12125,104,13,720
203377,12125,105,10,480
203378,12125,106,12,960
203379,12126,107,13,420
203380,12126,108,10,120
203381,12126,109,11,180
203382,12127,110,11,264
203383,12127,111,14,204
203384,12127,112,11,3000
203385,12128,101,14,300
203386,12128,102,11,360
203387,12128,103,12,1800
203388,12129,104,13,720
203389,12129,105,13,480
203390,12129,106,14,960
203391,12130,107,12,420
203392,12130,108,13,120
203393,12130,109,15,180
203394,12131,110,12,264
203395,12131,111,15,204
203396,12131,112,10,3000
203397,12132,101,12,300
203398,12132,102,14,360
203399,12132,103,13,1800
203400,12133,104,11,720
203401,12133,105,11,480
203402,12133,106,15,960
203403,12134,107,13,420
203404,12134,108,13,120
203405,12134,109,11,180
203406,12135,110,13,264
203407,12135,111,10,204
203408,12135,112,13,3000
203409,12136,101,10,300
203410,12136,102,11,360
203411,12136,103,10,1800
203412,12137,104,15,720
203413,12137,105,13,480
203414,12137,106,15,960
203415,12138,107,13,420
203416,12138,108,10,120
203417,12138,109,14,180
203418,12139,110,12,264
203419,12139,111,11,204
203420,12139,112,11,3000
203421,12140,101,14,300
203422,12140,102,14,360
203423,12140,103,12,1800
203424,12141,104,15,720
203425,12141,105,10,480
203426,12141,106,15,960
203427,12142,107,14,420
203428,12142,108,15,120
203429,12142,109,10,180
203430,12143,110,13,264
203431,12143,111,13,204
203432,12143,112,13,3000
203433,12144,101,14,300
203434,12144,102,13,360
203435,12144,103,14,1800
203436,12145,104,15,720
203437,12145,105,12,480
203438,12145,106,10,960
203439,12146,107,12,420
203440,12146,108,10,120
203441,12146,109,15,180
203442,12147,110,12,264
203443,12147,111,11,204
203444,12147,112,11,3000
203445,12148,101,12,300
203446,12148,102,12,360
203447,12148,103,12,1800
203448,12149,104,15,720
203449,12149,105,12,480
203450,12149,106,13,960
203451,12150,107,13,420
203452,12150,108,15,120
203453,12150,109,11,180
203454,12151,110,10,264
203455,12151,111,13,204
203456,12151,112,15,3000
203457,12152,101,13,300
203458,12152,102,14,360
203459,12152,103,12,1800
203460,12153,104,13,720
203461,12153,105,13,480
203462,12153,106,12,960
203463,12154,107,11,420
