ORDER_ID,CUSTOMERS_ID,EMPLOYEES_ID,ORDER_DATE
10927,1740,51,11/27/2016
10928,1072,51,11/27/2016
10929,1466,50,11/28/2016
10930,1545,53,11/28/2016
10931,1208,52,11/29/2016
10932,1969,51,11/29/2016
10933,1690,53,11/29/2016
10934,1983,50,11/29/2016
10935,1751,52,11/29/2016
10936,1373,50,11/30/2016
10937,1451,52,12/1/2016
10938,1929,53,12/2/2016
10939,1345,51,12/2/2016
10940,1157,53,12/2/2016
10941,1053,52,12/3/2016
10942,1395,51,12/3/2016
10943,1515,50,12/4/2016
10944,1685,53,12/5/2016
10945,1638,50,12/6/2016
10946,1311,51,12/6/2016
10947,1914,52,12/7/2016
10948,1873,53,12/7/2016
10949,1609,52,12/7/2016
10950,1888,50,12/7/2016
10951,1258,51,12/7/2016
10952,1600,53,12/8/2016
10953,1835,51,12/8/2016
10954,1006,50,12/9/2016
10955,1144,52,12/10/2016
10956,1154,51,12/10/2016
10957,1834,52,12/11/2016
10958,1995,50,12/11/2016
10959,1610,53,12/12/2016
10960,1436,53,12/12/2016
10961,1269,50,12/12/2016
10962,1078,51,12/12/2016
10963,1617,52,12/12/2016
10964,1581,51,12/12/2016
10965,1039,50,12/13/2016
10966,1547,53,12/13/2016
10967,1975,52,12/14/2016
10968,1627,52,12/16/2016
10969,1036,51,12/16/2016
10970,1865,50,12/16/2016
10971,1341,53,12/16/2016
10972,1719,51,12/17/2016
10973,1510,53,12/17/2016
10974,1317,50,12/17/2016
10975,1540,52,12/17/2016
10976,1368,51,12/18/2016
10977,1978,50,12/18/2016
10978,1428,52,12/18/2016
10979,1232,53,12/20/2016
10980,1818,52,12/20/2016
10981,1845,51,12/21/2016
10982,1931,53,12/21/2016
10983,1109,50,12/21/2016
10984,1490,51,12/23/2016
10985,1686,53,12/23/2016
10986,1655,50,12/23/2016
10987,1229,52,12/24/2016
10988,1580,50,12/24/2016
10989,1706,53,12/24/2016
10990,1178,51,12/25/2016
10991,1390,52,12/26/2016
10992,1463,53,12/26/2016
10993,1757,52,12/26/2016
10994,1748,51,12/26/2016
10995,1833,50,12/26/2016
10996,1077,52,12/27/2016
10997,1658,50,12/27/2016
10998,1628,51,12/28/2016
10999,1736,53,12/30/2016
11000,1794,53,1/2/2017
11001,1113,52,1/2/2017
11002,1613,50,1/3/2017
11003,1205,51,1/3/2017
11004,1540,51,1/3/2017
11005,1169,52,1/3/2017
11006,1719,53,1/3/2017
11007,1803,50,1/3/2017
11008,1382,51,1/4/2017
11009,1352,52,1/4/2017
11010,1331,53,1/4/2017
11011,1213,50,1/4/2017
11012,1268,51,1/4/2017
11013,1675,50,1/5/2017
11014,1914,52,1/5/2017
11015,1212,53,1/5/2017
11016,1757,50,1/6/2017
11017,1359,53,1/6/2017
11018,1863,51,1/7/2017
11019,1420,52,1/7/2017
11020,1590,53,1/7/2017
11021,1079,50,1/8/2017
11022,1037,52,1/8/2017
11023,1342,51,1/8/2017
11024,1917,53,1/8/2017
11025,1497,52,1/8/2017
11026,1364,51,1/8/2017
11027,1131,50,1/8/2017
11028,1217,53,1/9/2017
11029,1834,50,1/9/2017
11030,1218,51,1/9/2017
11031,1482,52,1/9/2017
11032,1581,53,1/10/2017
11033,1868,50,1/10/2017
11034,1337,52,1/12/2017
11035,1439,51,1/12/2017
11036,1503,53,1/13/2017
11037,1648,52,1/13/2017
11038,1241,50,1/14/2017
11039,1045,51,1/14/2017
11040,1462,51,1/15/2017
11041,1043,53,1/15/2017
11042,1508,50,1/15/2017
11043,1096,52,1/17/2017
11044,1787,50,1/17/2017
11045,1089,51,1/18/2017
11046,1692,52,1/18/2017
11047,1989,53,1/18/2017
11048,1943,52,1/18/2017
11049,1354,50,1/19/2017
11050,1608,53,1/19/2017
11051,1343,51,1/20/2017
11052,1317,51,1/20/2017
11053,1915,52,1/21/2017
11054,1475,50,1/21/2017
11055,1138,53,1/21/2017
11056,1248,52,1/21/2017
11057,1847,51,1/21/2017
11058,1493,50,1/22/2017
11059,1502,53,1/23/2017
11060,1068,51,1/23/2017
11061,1708,50,1/23/2017
11062,1523,52,1/24/2017
11063,1257,53,1/24/2017
11064,1986,51,1/25/2017
11065,1013,50,1/27/2017
11066,1157,52,1/27/2017
11067,1109,53,1/27/2017
11068,1040,52,1/27/2017
11069,1057,51,1/28/2017
11070,1762,53,1/28/2017
11071,1637,50,1/29/2017
11072,1598,50,1/29/2017
11073,1612,53,1/29/2017
11074,1940,52,1/30/2017
11075,1458,51,1/31/2017
11076,1972,53,1/31/2017
11077,1076,51,1/31/2017
11078,1219,52,1/31/2017
11079,1636,50,2/1/2017
11080,1320,51,2/1/2017
11081,1305,52,2/1/2017
11082,1841,53,2/2/2017
11083,1047,50,2/2/2017
11084,1511,52,2/3/2017
11085,1345,50,2/3/2017
11086,1822,53,2/3/2017
11087,1293,51,2/4/2017
11088,1799,52,2/5/2017
11089,1039,51,2/5/2017
11090,1325,50,2/5/2017
11091,1436,53,2/6/2017
11092,1879,51,2/6/2017
11093,1393,53,2/6/2017
11094,1460,50,2/6/2017
11095,1848,52,2/6/2017
11096,1341,50,2/7/2017
11097,1346,53,2/7/2017
11098,1284,52,2/7/2017
11099,1569,51,2/7/2017
11100,1925,53,2/8/2017
11101,1921,51,2/8/2017
11102,1838,52,2/8/2017
11103,1611,50,2/8/2017
11104,1682,52,2/9/2017
11105,1901,51,2/9/2017
11106,1977,50,2/9/2017
11107,1563,53,2/9/2017
11108,1941,50,2/9/2017
11109,1535,51,2/9/2017
11110,1398,52,2/10/2017
11111,1158,53,2/10/2017
11112,1694,52,2/10/2017
11113,1507,50,2/11/2017
11114,1401,53,2/11/2017
11115,1338,51,2/11/2017
11116,1356,53,2/12/2017
11117,1743,52,2/12/2017
11118,1656,51,2/12/2017
11119,1160,50,2/13/2017
11120,1250,51,2/13/2017
11121,1821,53,2/13/2017
11122,1029,52,2/13/2017
11123,1327,50,2/14/2017
11124,1164,50,2/14/2017
11125,1750,53,2/14/2017
11126,1242,52,2/15/2017
11127,1313,51,2/16/2017
11128,1080,52,2/16/2017
11129,1247,50,2/16/2017
11130,1735,51,2/17/2017
11131,1266,53,2/17/2017
11132,1619,50,2/17/2017
11133,1174,52,2/17/2017
11134,1576,53,2/19/2017
11135,1184,51,2/19/2017
11136,1900,52,2/19/2017
11137,1486,53,2/19/2017
11138,1016,50,2/20/2017
11139,1173,51,2/20/2017
11140,1034,50,2/20/2017
11141,1965,52,2/20/2017
11142,1826,53,2/20/2017
11143,1830,51,2/21/2017
11144,1920,50,2/21/2017
11145,1601,51,2/21/2017
11146,1931,53,2/21/2017
11147,1566,52,2/21/2017
11148,1467,53,2/21/2017
11149,1964,52,2/21/2017
11150,1542,51,2/21/2017
11151,1092,50,2/22/2017
11152,1927,50,2/23/2017
11153,1703,53,2/23/2017
11154,1030,52,2/23/2017
11155,1778,51,2/23/2017
11156,1368,52,2/24/2017
11157,1726,51,2/24/2017
11158,1777,53,2/24/2017
11159,1753,50,2/24/2017
11160,1081,53,2/25/2017
11161,1223,50,2/25/2017
11162,1193,52,2/26/2017
11163,1606,51,2/26/2017
11164,1599,53,2/26/2017
11165,1971,52,2/26/2017
11166,1622,51,2/27/2017
11167,1592,50,2/27/2017
11168,1082,53,2/27/2017
11169,1798,52,2/28/2017
11170,1832,50,3/1/2017
11171,1674,51,3/1/2017
11172,1235,51,3/2/2017
11173,1066,53,3/3/2017
11174,1222,52,3/3/2017
11175,1609,50,3/3/2017
11176,1524,53,3/4/2017
11177,1749,51,3/4/2017
11178,1553,50,3/4/2017
11179,1791,52,3/4/2017
11180,1913,50,3/5/2017
11181,1073,53,3/5/2017
11182,1381,51,3/5/2017
11183,1909,52,3/5/2017
11184,1560,51,3/5/2017
11185,1303,52,3/6/2017
11186,1995,50,3/6/2017
11187,1888,53,3/6/2017
11188,1928,50,3/6/2017
11189,1005,53,3/6/2017
11190,1230,52,3/6/2017
11191,1466,51,3/7/2017
11192,1869,50,3/7/2017
11193,1754,51,3/8/2017
11194,1775,53,3/8/2017
11195,1892,52,3/8/2017
11196,1706,51,3/8/2017
11197,1062,50,3/9/2017
11198,1605,53,3/9/2017
11199,1097,52,3/9/2017
11200,1534,50,3/9/2017
11201,1956,53,3/9/2017
11202,1186,51,3/9/2017
11203,1499,52,3/10/2017
11204,1836,51,3/11/2017
11205,1181,53,3/11/2017
11206,1988,52,3/11/2017
11207,1662,50,3/12/2017
11208,1961,50,3/13/2017
11209,1668,52,3/13/2017
11210,1260,51,3/13/2017
11211,1090,53,3/15/2017
11212,1485,50,3/15/2017
11213,1960,51,3/15/2017
11214,1100,52,3/16/2017
11215,1228,53,3/17/2017
11216,1252,53,3/17/2017
11217,2000,50,3/18/2017
11218,1332,51,3/19/2017
11219,1673,52,3/19/2017
11220,1378,51,3/19/2017
11221,1371,52,3/19/2017
11222,1843,50,3/20/2017
11223,1035,53,3/20/2017
11224,1468,52,3/20/2017
11225,1006,53,3/21/2017
11226,1038,50,3/22/2017
11227,1911,51,3/22/2017
11228,1582,53,3/22/2017
11229,1806,50,3/22/2017
11230,1949,52,3/22/2017
11231,1340,51,3/23/2017
11232,1639,53,3/23/2017
11233,1041,52,3/23/2017
11234,1912,51,3/24/2017
11235,1936,50,3/24/2017
11236,1351,52,3/24/2017
11237,1962,51,3/24/2017
11238,1797,50,3/24/2017
11239,1121,53,3/25/2017
11240,1269,50,3/26/2017
11241,1846,53,3/27/2017
11242,1001,52,3/27/2017
11243,1886,51,3/27/2017
11244,1519,51,3/28/2017
11245,1881,50,3/28/2017
11246,1383,52,3/28/2017
11247,1391,53,3/29/2017
11248,1858,51,3/30/2017
11249,1292,53,3/30/2017
11250,1591,52,3/30/2017
11251,1110,50,3/31/2017
11252,1516,53,4/1/2017
11253,1413,51,4/1/2017
11254,1201,50,4/1/2017
11255,1589,52,4/1/2017
11256,1239,53,4/1/2017
11257,1267,52,4/1/2017
11258,1190,51,4/2/2017
11259,1734,50,4/2/2017
11260,1135,53,4/2/2017
11261,1571,50,4/3/2017
11262,1623,52,4/3/2017
11263,1377,51,4/4/2017
11264,1824,53,4/4/2017
11265,1610,52,4/4/2017
11266,1244,51,4/5/2017
11267,1710,50,4/5/2017
11268,1584,52,4/5/2017
11269,1638,50,4/5/2017
11270,1829,53,4/5/2017
11271,1614,51,4/5/2017
11272,1311,51,4/6/2017
11273,1404,52,4/6/2017
11274,1141,53,4/7/2017
11275,1681,50,4/7/2017
11276,1470,53,4/7/2017
11277,1208,52,4/8/2017
11278,1017,50,4/9/2017
11279,1442,51,4/10/2017
11280,1491,51,4/10/2017
11281,1697,53,4/10/2017
11282,1140,50,4/10/2017
11283,1209,52,4/12/2017
11284,1196,52,4/12/2017
11285,1967,53,4/12/2017
11286,1607,51,4/12/2017
11287,1635,50,4/12/2017
11288,1064,52,4/12/2017
11289,1022,51,4/13/2017
11290,1776,53,4/13/2017
11291,1880,50,4/14/2017
11292,1177,50,4/14/2017
11293,1446,53,4/15/2017
11294,1236,52,4/15/2017
11295,1948,51,4/16/2017
11296,1172,53,4/16/2017
11297,1789,52,4/16/2017
11298,1395,51,4/16/2017
11299,1839,50,4/16/2017
11300,1746,53,4/17/2017
11301,1238,52,4/17/2017
11302,1255,50,4/18/2017
11303,1720,51,4/18/2017
11304,1385,50,4/19/2017
11305,1414,51,4/19/2017
11306,1766,53,4/19/2017
11307,1505,52,4/20/2017
11308,1687,50,4/21/2017
11309,1615,51,4/21/2017
11310,1410,53,4/22/2017
11311,1526,52,4/22/2017
11312,1772,52,4/22/2017
11313,1283,51,4/22/2017
11314,1625,50,4/22/2017
11315,1214,53,4/23/2017
11316,1421,51,4/23/2017
11317,1930,52,4/23/2017
11318,1484,50,4/24/2017
11319,1457,53,4/25/2017
11320,1811,52,4/25/2017
11321,1810,50,4/27/2017
11322,1365,53,4/27/2017
11323,1993,51,4/27/2017
11324,1564,51,4/28/2017
11325,1918,53,4/28/2017
11326,1817,52,4/29/2017
11327,1299,50,4/29/2017
11328,1709,52,4/29/2017
11329,1122,50,4/30/2017
11330,1738,51,4/30/2017
11331,1350,53,5/1/2017
11332,1974,50,5/1/2017
11333,1167,52,5/1/2017
11334,1603,51,5/2/2017
11335,1084,53,5/2/2017
11336,1009,51,5/3/2017
11337,1149,53,5/3/2017
11338,1513,52,5/3/2017
11339,1221,50,5/4/2017
11340,1579,51,5/4/2017
11341,1774,52,5/4/2017
11342,1951,53,5/4/2017
11343,1712,50,5/5/2017
11344,1828,50,5/6/2017
11345,1770,53,5/6/2017
11346,1506,51,5/6/2017
11347,1492,52,5/6/2017
11348,1916,51,5/6/2017
11349,1476,53,5/7/2017
11350,1438,50,5/7/2017
11351,1386,52,5/7/2017
11352,1823,53,5/7/2017
11353,1147,52,5/8/2017
11354,1480,51,5/8/2017
11355,1483,50,5/8/2017
11356,1455,50,5/10/2017
11357,1867,52,5/10/2017
11358,1431,51,5/11/2017
11359,1178,53,5/11/2017
11360,1670,53,5/13/2017
11361,1498,50,5/14/2017
11362,1669,52,5/14/2017
11363,1957,51,5/14/2017
11364,1882,53,5/14/2017
11365,1355,50,5/14/2017
11366,1405,52,5/15/2017
11367,1714,51,5/15/2017
11368,1641,52,5/16/2017
11369,1621,51,5/16/2017
11370,1800,53,5/17/2017
11371,1650,50,5/17/2017
11372,1751,51,5/17/2017
11373,1170,52,5/18/2017
11374,1773,53,5/18/2017
11375,1215,50,5/19/2017
11376,1831,51,5/19/2017
11377,1126,53,5/19/2017
11378,1780,50,5/20/2017
11379,1713,52,5/20/2017
11380,1512,52,5/20/2017
11381,1932,50,5/21/2017
11382,1134,53,5/21/2017
11383,1970,51,5/21/2017
11384,1958,51,5/21/2017
11385,1454,50,5/21/2017
11386,1199,53,5/22/2017
11387,1698,52,5/22/2017
11388,1007,50,5/22/2017
11389,1471,51,5/23/2017
11390,1099,53,5/23/2017
11391,1953,52,5/23/2017
11392,1658,50,5/23/2017
11393,1721,52,5/23/2017
11394,1809,51,5/23/2017
11395,1595,53,5/23/2017
11396,1979,50,5/24/2017
11397,1083,52,5/24/2017
11398,1947,51,5/24/2017
11399,1103,53,5/24/2017
11400,1987,51,5/25/2017
11401,1237,52,5/25/2017
11402,1011,50,5/25/2017
11403,1265,53,5/25/2017
11404,1271,50,5/26/2017
11405,1400,53,5/26/2017
11406,1835,52,5/26/2017
11407,1855,51,5/27/2017
11408,1558,50,5/27/2017
11409,1343,52,5/28/2017
11410,1620,51,5/28/2017
11411,1722,53,5/29/2017
11412,1300,52,5/30/2017
11413,1891,50,5/30/2017
11414,1862,51,5/30/2017
11415,1310,53,5/31/2017
11416,1730,52,5/31/2017
11417,1276,51,6/1/2017
11418,1027,50,6/1/2017
11419,1427,53,6/2/2017
11420,1703,50,6/4/2017
11421,1681,52,6/5/2017
11422,1926,51,6/5/2017
11423,1612,53,6/6/2017
11424,1472,53,6/6/2017
11425,1605,51,6/7/2017
11426,1768,52,6/7/2017
11427,1091,50,6/7/2017
11428,1881,51,6/7/2017
11429,1215,53,6/7/2017
11430,1989,50,6/7/2017
11431,1933,52,6/8/2017
11432,1623,53,6/8/2017
11433,1782,50,6/8/2017
11434,1479,51,6/8/2017
11435,1820,52,6/10/2017
11436,1729,50,6/10/2017
11437,1407,53,6/10/2017
11438,1397,51,6/10/2017
11439,1614,52,6/10/2017
11440,1148,53,6/11/2017
11441,1906,50,6/11/2017
11442,1549,51,6/11/2017
11443,1834,52,6/11/2017
11444,1105,50,6/11/2017
11445,1068,53,6/11/2017
11446,1331,52,6/12/2017
11447,1112,51,6/12/2017
11448,1198,53,6/13/2017
11449,1888,52,6/13/2017
11450,1028,51,6/14/2017
11451,1363,50,6/15/2017
11452,1579,51,6/15/2017
11453,1540,52,6/16/2017
11454,1541,50,6/16/2017
11455,1307,53,6/16/2017
11456,1811,52,6/16/2017
11457,1305,51,6/16/2017
11458,1644,53,6/17/2017
11459,1283,50,6/18/2017
11460,1628,51,6/18/2017
11461,1787,52,6/19/2017
11462,1583,53,6/19/2017
11463,1613,50,6/21/2017
11464,1728,53,6/21/2017
11465,1049,52,6/22/2017
11466,1784,50,6/22/2017
11467,1521,51,6/22/2017
11468,1763,52,6/22/2017
11469,1106,53,6/22/2017
11470,1526,51,6/22/2017
11471,1245,50,6/23/2017
11472,1812,51,6/23/2017
11473,1365,50,6/24/2017
11474,1295,52,6/24/2017
11475,1509,53,6/24/2017
11476,1404,50,6/24/2017
11477,1440,51,6/25/2017
11478,1941,52,6/25/2017
11479,1955,53,6/25/2017
11480,1956,50,6/25/2017
11481,1060,53,6/25/2017
11482,1107,52,6/25/2017
11483,1294,51,6/26/2017
11484,1145,50,6/26/2017
11485,1335,52,6/26/2017
11486,1046,53,6/26/2017
11487,1093,51,6/27/2017
11488,1415,53,6/27/2017
11489,1817,52,6/28/2017
11490,1443,50,6/28/2017
11491,1837,51,6/28/2017
11492,1459,50,6/28/2017
11493,1176,53,6/28/2017
11494,1416,51,6/29/2017
11495,1832,52,6/29/2017
11496,1951,52,6/29/2017
11497,1953,53,6/29/2017
11498,1816,50,6/30/2017
11499,1014,51,7/1/2017
11500,1487,53,7/1/2017
11501,1850,50,7/2/2017
11502,1895,51,7/2/2017
11503,1854,52,7/2/2017
11504,1259,52,7/3/2017
11505,1502,53,7/3/2017
11506,1009,51,7/3/2017
11507,1680,50,7/3/2017
11508,1315,51,7/3/2017
11509,1967,53,7/3/2017
11510,1161,50,7/4/2017
11511,1702,52,7/4/2017
11512,1684,53,7/4/2017
11513,1177,50,7/4/2017
11514,1497,52,7/4/2017
11515,1815,51,7/5/2017
11516,1233,53,7/5/2017
11517,1823,50,7/5/2017
11518,1653,52,7/5/2017
11519,1962,51,7/5/2017
11520,1355,51,7/6/2017
11521,1388,53,7/6/2017
11522,1108,50,7/6/2017
11523,1775,52,7/7/2017
11524,1130,53,7/8/2017
11525,1339,50,7/8/2017
11526,1894,51,7/9/2017
11527,1054,52,7/9/2017
11528,1023,50,7/9/2017
11529,1368,51,7/9/2017
11530,1827,53,7/10/2017
11531,1987,52,7/10/2017
11532,1588,51,7/10/2017
11533,1500,53,7/10/2017
11534,1184,52,7/11/2017
11535,1750,50,7/11/2017
11536,1240,51,7/11/2017
11537,1660,50,7/12/2017
11538,1708,52,7/13/2017
11539,1214,53,7/13/2017
11540,1347,51,7/14/2017
11541,1052,53,7/15/2017
11542,1150,52,7/15/2017
11543,1807,50,7/15/2017
11544,1183,53,7/16/2017
11545,1156,51,7/16/2017
11546,1877,50,7/16/2017
11547,1759,52,7/17/2017
11548,1852,50,7/17/2017
11549,1749,51,7/17/2017
11550,1735,52,7/18/2017
11551,1849,53,7/18/2017
11552,1405,52,7/20/2017
11553,1122,50,7/20/2017
11554,1594,53,7/21/2017
11555,1991,51,7/21/2017
11556,1649,50,7/22/2017
11557,1919,53,7/22/2017
11558,1718,52,7/22/2017
11559,1799,51,7/23/2017
11560,1506,52,7/23/2017
11561,1017,53,7/24/2017
11562,1248,51,7/24/2017
11563,1600,50,7/24/2017
11564,1740,50,7/25/2017
11565,1647,52,7/26/2017
11566,1473,53,7/26/2017
11567,1896,51,7/26/2017
11568,1533,53,7/26/2017
11569,1767,51,7/27/2017
11570,1228,52,7/27/2017
11571,1810,50,7/27/2017
11572,1353,52,7/28/2017
11573,1582,53,7/28/2017
11574,1515,51,7/28/2017
11575,1232,50,7/29/2017
11576,1825,53,7/29/2017
11577,1418,50,7/29/2017
11578,1745,52,7/30/2017
11579,1303,51,7/30/2017
11580,1229,51,7/31/2017
11581,1616,50,7/31/2017
11582,1661,52,7/31/2017
11583,1377,53,7/31/2017
11584,1297,53,7/31/2017
11585,1203,51,8/1/2017
11586,1705,52,8/1/2017
11587,1032,50,8/2/2017
11588,1821,53,8/2/2017
11589,1474,50,8/2/2017
11590,1901,51,8/2/2017
11591,1746,52,8/2/2017
11592,1366,50,8/3/2017
11593,1638,53,8/3/2017
11594,1882,51,8/3/2017
11595,1847,52,8/4/2017
11596,1386,52,8/5/2017
11597,1370,53,8/5/2017
11598,1610,50,8/5/2017
11599,1466,51,8/5/2017
11600,1286,52,8/6/2017
11601,1081,51,8/7/2017
11602,1326,53,8/8/2017
11603,1349,50,8/8/2017
11604,1786,50,8/8/2017
11605,1270,51,8/8/2017
11606,1133,53,8/9/2017
11607,1344,52,8/9/2017
11608,1101,52,8/9/2017
11609,1484,51,8/10/2017
11610,1503,53,8/11/2017
11611,1981,50,8/11/2017
11612,1809,53,8/11/2017
11613,1642,50,8/12/2017
11614,1437,52,8/12/2017
11615,1338,51,8/12/2017
11616,1348,52,8/14/2017
11617,1238,53,8/14/2017
11618,1218,50,8/14/2017
11619,1940,51,8/15/2017
11620,1611,51,8/15/2017
11621,1169,50,8/15/2017
11622,1278,53,8/15/2017
11623,1936,52,8/15/2017
11624,1875,53,8/15/2017
11625,1399,51,8/15/2017
11626,1789,52,8/16/2017
11627,1871,50,8/16/2017
11628,1033,51,8/17/2017
11629,1548,53,8/18/2017
11630,1836,52,8/19/2017
11631,1166,50,8/19/2017
11632,1189,52,8/20/2017
11633,1227,51,8/20/2017
11634,1916,53,8/20/2017
11635,1216,50,8/20/2017
11636,1752,53,8/21/2017
11637,1902,50,8/21/2017
11638,1864,51,8/21/2017
11639,1038,52,8/22/2017
11640,1149,51,8/22/2017
11641,1358,53,8/22/2017
11642,1627,50,8/22/2017
11643,1336,52,8/22/2017
11644,1742,51,8/23/2017
11645,1475,50,8/23/2017
11646,1246,52,8/23/2017
11647,1167,53,8/24/2017
11648,1676,51,8/24/2017
11649,1776,53,8/24/2017
11650,1178,52,8/25/2017
11651,1544,50,8/25/2017
11652,1988,52,8/26/2017
11653,1657,50,8/26/2017
11654,1573,51,8/27/2017
11655,1498,53,8/27/2017
11656,1578,53,8/27/2017
11657,1020,50,8/28/2017
11658,1846,52,8/28/2017
11659,1197,51,8/28/2017
11660,1072,50,8/28/2017
11661,1539,51,8/29/2017
11662,1013,52,8/30/2017
11663,1535,53,8/30/2017
11664,1904,52,8/30/2017
11665,1719,50,8/31/2017
11666,1170,53,8/31/2017
11667,1381,51,9/1/2017
11668,1087,52,9/1/2017
11669,1757,53,9/1/2017
11670,1354,50,9/2/2017
11671,1670,51,9/2/2017
11672,1822,51,9/3/2017
11673,1391,52,9/3/2017
11674,1313,53,9/4/2017
11675,1205,50,9/4/2017
11676,1714,50,9/4/2017
11677,1074,52,9/4/2017
11678,1905,51,9/4/2017
11679,1551,53,9/4/2017
11680,1723,52,9/4/2017
11681,1144,50,9/5/2017
11682,1762,53,9/5/2017
11683,1471,51,9/5/2017
11684,1382,52,9/6/2017
11685,1995,50,9/6/2017
11686,1022,53,9/7/2017
11687,1325,51,9/7/2017
11688,1663,53,9/7/2017
11689,1118,51,9/7/2017
11690,1191,50,9/9/2017
11691,1514,52,9/9/2017
11692,1311,50,9/9/2017
11693,1067,52,9/9/2017
11694,1180,53,9/9/2017
11695,1542,51,9/10/2017
11696,1401,51,9/11/2017
11697,1699,50,9/11/2017
11698,1153,52,9/11/2017
11699,1724,53,9/11/2017
11700,1199,50,9/11/2017
11701,1656,51,9/11/2017
11702,1954,52,9/11/2017
11703,1050,53,9/12/2017
11704,1204,53,9/12/2017
11705,1733,52,9/13/2017
11706,1932,50,9/13/2017
11707,1435,51,9/14/2017
11708,1766,52,9/14/2017
11709,1465,50,9/15/2017
11710,1785,51,9/15/2017
11711,1872,53,9/15/2017
11712,1342,53,9/16/2017
11713,1833,51,9/16/2017
11714,1592,50,9/16/2017
11715,1293,52,9/18/2017
11716,1372,51,9/18/2017
11717,1374,53,9/18/2017
11718,1522,50,9/19/2017
11719,1380,52,9/20/2017
11720,1235,52,9/20/2017
11721,1574,53,9/21/2017
11722,1275,50,9/21/2017
11723,1736,51,9/22/2017
11724,1456,52,9/23/2017
11725,1701,51,9/23/2017
11726,1531,50,9/23/2017
11727,1646,53,9/24/2017
11728,1948,50,9/24/2017
11729,1059,52,9/25/2017
11730,1483,51,9/26/2017
11731,1376,53,9/26/2017
11732,1135,53,9/26/2017
11733,1867,52,9/26/2017
11734,1802,50,9/26/2017
11735,1910,51,9/26/2017
11736,1008,51,9/26/2017
11737,1922,50,9/27/2017
11738,1334,52,9/27/2017
11739,1261,53,9/28/2017
11740,1364,52,9/28/2017
11741,1359,51,9/29/2017
11742,1469,50,9/30/2017
11743,1876,53,9/30/2017
11744,1172,52,9/30/2017
11745,1190,50,9/30/2017
11746,1633,53,10/1/2017
11747,1446,51,10/1/2017
11748,1897,50,10/1/2017
11749,1383,52,10/2/2017
11750,1554,51,10/2/2017
11751,1187,53,10/2/2017
11752,1351,51,10/2/2017
11753,1658,50,10/2/2017
11754,1577,52,10/3/2017
11755,1253,53,10/3/2017
11756,1874,51,10/3/2017
11757,1029,53,10/3/2017
11758,1607,50,10/6/2017
11759,1395,52,10/6/2017
11760,1493,50,10/7/2017
11761,1441,51,10/7/2017
11762,1039,53,10/7/2017
11763,1332,52,10/7/2017
11764,1460,50,10/8/2017
11765,1845,52,10/8/2017
11766,1927,51,10/9/2017
11767,1258,53,10/9/2017
11768,1464,50,10/10/2017
11769,1451,52,10/10/2017
11770,1128,51,10/10/2017
11771,1510,53,10/10/2017
11772,1563,50,10/10/2017
11773,1212,53,10/12/2017
11774,1164,51,10/12/2017
11775,1655,52,10/13/2017
11776,1317,50,10/13/2017
11777,1892,52,10/13/2017
11778,1861,53,10/13/2017
11779,1242,51,10/14/2017
11780,1430,50,10/14/2017
11781,1717,53,10/14/2017
11782,1110,52,10/14/2017
11783,1732,51,10/16/2017
11784,1426,51,10/16/2017
11785,1930,53,10/18/2017
11786,1274,50,10/18/2017
11787,1026,52,10/18/2017
11788,1969,52,10/18/2017
11789,1186,50,10/19/2017
11790,1798,51,10/19/2017
11791,1778,53,10/19/2017
11792,1034,51,10/20/2017
11793,1537,50,10/20/2017
11794,1960,52,10/20/2017
11795,1674,53,10/20/2017
11796,1423,51,10/20/2017
11797,1083,50,10/20/2017
11798,1761,52,10/20/2017
11799,1726,53,10/20/2017
11800,1622,53,10/21/2017
11801,1965,52,10/21/2017
11802,1274,50,10/21/2017
11803,1083,51,10/21/2017
11804,1419,50,10/21/2017
11805,1598,51,10/22/2017
11806,1323,52,10/22/2017
11807,1340,53,10/22/2017
11808,1751,53,10/22/2017
11809,1441,52,10/24/2017
11810,1954,51,10/24/2017
11811,1522,50,10/24/2017
11812,1491,53,10/24/2017
11813,1539,50,10/25/2017
11814,1667,51,10/25/2017
11815,1810,52,10/26/2017
11816,1591,52,10/26/2017
11817,1234,53,10/26/2017
11818,1720,50,10/26/2017
11819,1986,51,10/26/2017
11820,1205,51,10/27/2017
11821,1478,50,10/27/2017
11822,1508,53,10/27/2017
11823,1072,52,10/27/2017
11824,1396,52,10/28/2017
11825,1239,51,10/28/2017
11826,1123,53,10/29/2017
11827,1148,50,10/30/2017
11828,1831,53,10/31/2017
11829,1316,51,10/31/2017
11830,1447,52,10/31/2017
11831,1816,50,11/1/2017
11832,1999,50,11/1/2017
11833,1543,52,11/1/2017
11834,1624,53,11/2/2017
11835,1919,51,11/2/2017
11836,1898,53,11/3/2017
11837,1025,52,11/3/2017
11838,1313,51,11/4/2017
11839,1773,50,11/4/2017
11840,1053,53,11/4/2017
11841,1131,51,11/5/2017
11842,1358,52,11/6/2017
11843,1528,50,11/6/2017
11844,1434,50,11/7/2017
11845,1456,53,11/7/2017
11846,1051,51,11/8/2017
11847,1726,52,11/9/2017
11848,1630,53,11/9/2017
11849,1613,52,11/9/2017
11850,1221,50,11/9/2017
11851,1669,51,11/9/2017
11852,1743,50,11/11/2017
11853,1408,52,11/11/2017
11854,1640,53,11/11/2017
11855,1775,51,11/12/2017
11856,1859,50,11/12/2017
